[09:49:57 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('AUD3I010', '&pageCode=AUD3I010&subPageCode=&systemCode=1&pccCivilGen=1353665978&toPersonId=1489900129401', '2024-03-06', '1', '26034')
[13:18:24 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26083')
[13:18:44 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26084')
[13:20:16 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26085')
[13:20:45 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26087')
[13:21:07 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26088')
[13:21:28 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26089')
[13:21:38 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26090')
[13:22:20 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26091')
[13:22:22 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26092')
[13:22:38 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26093')
[13:22:39 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26094')
[13:22:57 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26095')
[13:22:58 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26096')
[13:23:12 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26098')
[13:23:15 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26100')
[13:23:25 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26101')
[13:24:00 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26102')
[13:24:12 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26103')
[13:47:18 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26122')
[13:47:55 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26123')
[13:48:05 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26125')
[13:48:43 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26127')
[13:54:23 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26129')
[13:55:06 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26130')
[13:57:45 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26131')
[13:58:23 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26132')
[14:02:01 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26134')
[14:05:53 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26135')
[14:11:10 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26142')
[14:12:02 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26143')
[14:12:26 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26144')
[14:12:29 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26145')
[14:19:29 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('CFC3I020_2', '&pageCode=CFC3I020&subPageCode=2&systemCode=1&pccCivilGen=1353665978&toPersonId=1489900129401', '2024-03-06', '1', '26146')
[14:32:11 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26162')
[15:04:06 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('CFC3I020_2', '&pageCode=CFC3I020&subPageCode=2&systemCode=1&pccCivilGen=1353665978&toPersonId=1489900129401', '2024-03-06', '1', '26187')
[15:32:21 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26203')
[16:21:34 ::1]  () :insert into TEST_DATA_RES (PAGE_CODE, COLUMN1, CREATE_DATE, SYSTEM_TYPE, PK_ID) values ('Led_serviceQuery', '&page=CFC3I020_2&action=preCaption&params=Array', '2024-03-06', '1', '26212')
[17:14:35 ::1]  () :update WH_CIVIL_CASE set CIVIL_CODE = '83461', COURT_CODE = '013', COURT_NAME = 'ศาลแพ่ง', DEPT_CODE = '0902003200000', DEPT_NAME = 'สำนักงานบังคับคดีแพ่งกรุงเทพมหานคร 1', CASE_TYPE_CODE = '01', PREFIX_BLACK_CASE = 'ผบ', BLACK_CASE = '2804', BLACK_YY = '2555', PREFIX_RED_CASE = 'ผบ', RED_CASE = '3662', RED_YY = '2555', COURT_DATE = '2013-07-05', CAPITAL_AMOUNT = '373565.92', PLAINTIFF1 = 'ธนาคารอิสลามแห่งประเทศไทย ', PLAINTIFF2 = '', PLAINTIFF3 = '', DEFFENDANT1 = 'นายไพโรจน์ สมลา', DEFFENDANT2 = '', DEFFENDANT3 = '', CASE_TYPE_NAME = 'แพ่ง', PCC_CASE_GEN = '84392', JUDGMENT_ABRIDGED = '', REV_NO = '23341', REV_YEAR = '2556' where 1=1 and WH_CIVIL_ID = '3927'
[17:14:35 ::1]  () :delete from WH_CIVIL_DOSS where 1=1 and WH_CIVIL_ID = '3927'
[17:14:36 ::1]  () :insert into WH_CIVIL_DOSS (ACCOUNT_NO, DOSS_CONTROL, DOSS_CONTROL_GEN, DOSS_CODE, DOSS_OWNER_ID, DOSS_OWNER_NAME, DOSS_REV_NO, DOSS_REV_YEAR, DOSS_DEPT_CODE, DOSS_DEPT_NAME, WH_CIVIL_ID, PCC_CASE_RECV_GEN, DOSS_ID) values ('5710001155', 'ส่งให้ศาลอื่นบังคับคดีแทน', '58570', '103', '', '', '23341', '2556', '0902003200000', 'สำนักงานบังคับคดีแพ่งกรุงเทพมหานคร 1', '3927', '86083', '8427')
[17:14:36 ::1]  () :delete from WH_CIVIL_ROUTE where 1=1 and WH_CIVIL_ID = '3927' and DOSS_CONTROL_GEN = '58570'
[17:14:36 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1269144', '2013-11-21', '00:00:00', 'ตั้งสำนวนส่งให้ศาลอื่นบังคับคดีแทน', '3927', '8427', '58570', '86083', '439709')
[17:14:36 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1269168', '2013-11-21', '00:00:00', 'ตั้งเลขบัญชี เลขที่ 5710001155', '3927', '8427', '58570', '86083', '439710')
[17:14:36 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1269277', '2013-11-21', '00:00:00', 'ออกใบเสร็จ เลขที่ 046/0000864 วันที่ 21 พฤศจิกายน พ.ศ.2556', '3927', '8427', '58570', '86083', '439711')
[17:14:36 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1269599', '2013-11-21', '00:00:00', 'จ่ายคิว', '3927', '8427', '58570', '86083', '439712')
[17:14:36 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1269600', '2013-11-21', '00:00:00', 'กำหนดนายพงศ์พญาเดโช อู้สกุลวัฒนาเป็นเจ้าของสำนวนคดีหมายเลขแดงที่ ผบ3662/2555', '3927', '8427', '58570', '86083', '439713')
[17:14:37 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1269701', '2013-11-21', '00:00:00', 'บันทึกคำร้องขอ ให้บังคับคดีแทน', '3927', '8427', '58570', '86083', '439714')
[17:14:37 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1283746', '2013-11-22', '00:00:00', ' วันที่ 22/11/2556 ออกเพื่อดำเนินการ บังคับคดีแทนไป/ จ.ธัญบุรี', '3927', '8427', '58570', '86083', '439715')
[17:14:37 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1284704', '2013-11-23', '00:00:00', ' วันที่ 23/11/2556 ออกเพื่อดำเนินการ สำนวนส่งคืนห้องเก็บ/ขาว', '3927', '8427', '58570', '86083', '439716')
[17:14:37 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('1285353', '2013-11-24', '00:00:00', ' วันที่ 24/11/2556 จัดเก็บ:สถานที่จัดเก็บ ห้องเก็บสำนวน ที่ ชั้น บคท ช่อง ที่อื่น ', '3927', '8427', '58570', '86083', '439717')
[17:14:38 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('20639970', '2017-07-31', '10:45:31', 'ออกใบเสร็จ เลขที่ 036/0009785 วันที่ 31 กรกฎาคม พ.ศ.2560', '3927', '8427', '58570', '86083', '439718')
[17:14:38 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('22514948', '2017-10-04', '15:07:39', ' วันที่ 04/10/2560 ออกเพื่อดำเนินการ ส่งพี่นก ตรวจล้ม/เอกลักษณ์', '3927', '8427', '58570', '86083', '439719')
[17:14:38 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('23536178', '2017-11-14', '16:17:19', ' วันที่ 14/11/2560 ออกเพื่อดำเนินการ ตรวจล้ม,เฉลี่ย ฯ แล้วคืนเอกลักษณ์', '3927', '8427', '58570', '86083', '439720')
[17:14:38 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('23665001', '2017-11-20', '09:55:51', ' วันที่ 20/11/2560 ออกเพื่อดำเนินการ เสนอคุณจิติยา/เอกลักษณ์', '3927', '8427', '58570', '86083', '439721')
[17:14:38 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('23665211', '2017-11-20', '09:58:23', ' วันที่ 20/11/2560 ออกเพื่อดำเนินการ เสนอคุณจิติยา/เอกลักษณ์', '3927', '8427', '58570', '86083', '439722')
[17:14:38 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('23705750', '2017-11-21', '10:14:12', ' วันที่ 21/11/2560 ออกเพื่อดำเนินการ ส่งแมท ทำบัญชี', '3927', '8427', '58570', '86083', '439723')
[17:14:39 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('23869126', '2017-11-27', '10:08:43', 'นิติกรพิจารณา ', '3927', '8427', '58570', '86083', '439724')
[17:14:39 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('23869230', '2017-11-27', '10:10:07', 'แจกสำนวนให้นักบัญชี', '3927', '8427', '58570', '86083', '439725')
[17:14:39 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('23962258', '2017-11-29', '13:28:41', 'ตรวจสอบความถูกต้องแล้ว', '3927', '8427', '58570', '86083', '439726')
[17:14:39 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('24855929', '2018-01-05', '10:00:59', 'นายเทิดศักดิ์ ประไพพันธ์สถานะเป็น ตัวแทนเจ้าหนี้ตามคำพิพากษาแถลงขอให้เจ้าพนักงานบังคับคดีดำเนินการ ตามคำร้องที่ 600/2561 รายละเอียดดังนี้ ', '3927', '8427', '58570', '86083', '439727')
[17:14:39 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('24855930', '2018-01-05', '10:00:59', 'ขอรับเงินที่ส่งตามอายัด(แสดงบัญชีรับ-จ่ายเงิน)', '3927', '8427', '58570', '86083', '439728')
[17:14:39 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('24861161', '2018-01-05', '11:06:39', 'ออกใบสั่งจ่าย เลขที่ 056/0008057 วันที่ 5 มกราคม พ.ศ.2561', '3927', '8427', '58570', '86083', '439729')
[17:14:40 ::1]  () :insert into WH_CIVIL_ROUTE (ROUTE_GEN, CREATE_DATE, CREATE_TIME, ACT_DESC, WH_CIVIL_ID, DOSS_ID, DOSS_CONTROL_GEN, PCC_CASE_RECV_GEN, WH_ROUTE_ID) values ('25021480', '2018-01-11', '09:15:41', ' วันที่ 11/01/2561 ออกเพื่อดำเนินการ ส่งพี่แมท เพื่อคืนห้องเก็บ /ธนกฤต', '3927', '8427', '58570', '86083', '439730')
[17:14:40 ::1]  () :delete from WH_CIVIL_TRANSACTION where 1=1 and WH_CIVIL_ID = '3927' and PCC_CASE_RECV_GEN = '86083'
